age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,distraction_score,addiction_level,productivity_score
20,5.8747077,2.4443557,,,171.47752,100.0,0.7493797,Medium,89.00022
22,9.160092,5.72297,5.3532567,4.4439006,135.6975,97.61034,4.3325334,Medium,32.206238
24,4.7978463,5.5891447,0.8699984,6.779963,184.62839,89.73093,8.332887,Medium,0.0
16,7.186386,3.1834457,5.590786,3.9963589,58.02996,99.093765,3.3533127,Medium,58.770813
21,9.230152,4.162837,8.133176,7.247377,244.80507,98.38481,-0.033788614,Medium,68.86405
25,6.3610435,1.9316534,1.9045807,4.9803967,164.45131,94.197464,4.5509176,Medium,20.307476
36,3.6193883,1.9480348,2.6795022,7.750934,221.59103,99.926,7.244185,Low,36.496536
31,7.4718113,5.2669873,,8.143692,238.30415,99.654976,,Medium,87.25016
27,4.200018,1.8168845,3.900981,4.224236,494.17413,100.0,11.860785,Low,28.436155
,,6.007266,0.0,6.398176,238.19688,79.62217,,High,0.0
32,6.207257,,0.73025876,5.756433,284.23044,82.59178,8.93704,,0.0
,10.302783,5.9460545,6.6400995,8.197803,118.325676,100.0,5.596466,High,42.66193
16,7.8117623,2.5489328,8.17047,8.100951,129.8258,100.0,,Medium,85.94606
27,2.5119843,2.187713,5.514419,6.904772,164.20369,,4.0287023,Medium,70.48672
34,4.191463,3.18905,0.24119374,7.0783076,271.86365,95.0103,10.523725,Medium,19.312399
37,3.613453,3.010143,1.4306426,6.505545,118.4921,100.0,4.5166636,Medium,21.74596
24,9.479422,5.736306,4.3566523,7.125721,175.40735,95.59315,7.1487837,High,27.70709
29,2.1083934,0.7473112,1.183262,8.704922,52.16338,100.0,0.056134917,Low,43.896473
38,6.688098,3.7483156,1.3463532,8.938691,3.633615,96.96597,4.8892393,Medium,0.4760296
38,11.311275,4.0533395,4.802101,8.97934,209.83322,100.0,7.3895655,Medium,47.378296
21,10.86174,7.102249,3.8850062,5.545438,0.0,,5.386742,High,0.0
,6.065892,4.331682,0.4009182,5.921111,121.84084,91.99019,6.8728843,Medium,16.173082
27,2.7211154,1.3371772,0.5791692,8.573728,34.58888,100.0,3.8536005,Low,50.21993
,4.639704,,6.0273223,8.127787,64.538,97.535934,3.8146691,High,67.83058
34,11.384184,4.794009,5.4731307,9.12129,296.91776,98.46912,11.928425,,62.531715
33,7.5914207,7.5969825,4.829276,6.778222,235.79733,93.117546,4.550428,High,14.125238
25,11.410371,10.399132,3.8516066,4.71049,194.96172,63.584064,6.7307825,High,6.8511586
26,11.655209,4.618877,6.9449553,8.927657,75.17486,100.0,2.5026658,Medium,75.72917
,1.9096279,1.0859611,3.2176323,8.170474,38.390255,,-2.1223114,Low,50.394512
31,2.6302884,1.6629238,8.005325,6.6322618,254.6067,97.031425,7.056301,Low,72.57547
,10.833757,5.568752,7.203804,5.0946417,92.45643,100.0,3.1330085,High,36.871418
31,9.986143,7.233681,3.2862759,7.733817,231.85124,86.16932,6.391155,High,0.0
30,2.1270974,4.0152736,2.1239557,6.295489,39.82894,99.91985,1.1112032,Medium,18.10688
25,7.6373944,4.8078165,,6.7342296,273.78317,86.63445,,High,0.0
35,,7.5602646,,8.39945,113.206154,81.57423,,High,4.952204
18,9.054563,2.4814236,1.6333417,5.6974554,164.98627,100.0,6.790154,Medium,18.702751
35,6.690131,6.108356,0.0,4.6799836,155.6728,74.587425,7.3488684,High,11.073532
27,6.0496655,4.8478904,3.241666,7.4321322,,99.97839,,Medium,17.68159
20,11.459735,4.0256267,2.26019,7.0416245,118.677574,99.008064,4.101292,Medium,41.074093
24,8.429457,5.3660154,2.0112424,6.5757,318.9995,80.21205,8.533919,High,13.556352
15,10.628503,6.0144677,6.1748667,8.06345,,99.04266,,High,51.677956
29,4.797845,3.4539568,4.557906,5.462443,227.30516,100.0,4.1276875,Medium,20.87767
36,1.7920886,0.5879386,4.865835,5.636983,186.55989,100.0,-0.032623623,Low,79.76356
19,9.786106,6.5599527,6.0459113,7.2476172,80.17251,100.0,4.954876,High,44.388626
33,6.2299404,3.1978917,4.3340454,,197.0431,100.0,5.082027,Medium,46.403545
28,7.4025373,2.069345,1.0723746,7.6319966,211.82387,,4.532201,Medium,23.73678
28,4.0400233,2.449217,7.2117147,5.548775,201.22577,100.0,4.0935583,Medium,55.77124
17,8.622839,8.382054,1.3146399,9.876713,115.22355,92.3515,7.745964,High,0.0
37,7.6936355,5.4326773,1.240443,,104.80564,98.251854,7.9662585,High,14.774646
18,4.4490285,1.8455306,6.057921,7.8020463,309.74194,99.75644,1.7613964,Low,81.13712
16,9.065229,7.6001725,5.317582,8.492857,147.36707,95.37804,4.4228806,High,21.568398
34,4.506896,1.3882166,2.6163979,6.820585,156.67769,100.0,1.8605286,Medium,22.747272
33,2.1232507,2.0316076,5.120295,4.793773,90.18444,99.48904,0.024595607,Low,74.97475
30,5.86178,0.8806652,0.17110267,6.910484,50.943054,100.0,6.6755257,Medium,30.52081
21,4.532194,3.3023148,0.72333294,5.7030277,343.09464,82.96274,7.456552,Medium,24.102695
,4.3782864,2.6783414,4.4713926,5.743893,142.65192,100.0,2.7506824,Medium,47.606926
28,10.168703,5.5916724,6.026927,7.0378256,,100.0,4.121039,High,56.835022
17,6.9745383,3.0157077,2.7065377,7.7792406,144.97055,99.326126,8.826584,Medium,38.705803
26,6.7872705,3.084452,4.4676924,4.3499184,99.19583,100.0,-0.5622862,Medium,49.714684
34,,4.9040804,4.899482,6.773739,0.0,100.0,,Medium,64.15422
33,7.413847,4.603411,6.3638096,8.542738,243.48956,99.830475,4.936361,High,54.401222
38,22.372059,9.357689,7.4071965,5.5282507,795.6421,85.54986,11.36047,High,22.826887
36,10.414161,8.295918,7.0581956,,151.21838,85.275734,8.318426,High,13.646382
,2.0976222,1.4633845,5.0787005,8.696243,236.34996,94.058334,0.6459924,Low,82.91873
26,9.219182,3.716614,2.4309785,8.313207,188.57161,100.0,6.7328362,Medium,18.59921
36,2.2652826,2.2648911,3.5734093,6.8944907,231.74843,100.0,4.5381236,Medium,51.449528
24,4.1148376,1.7441568,7.26456,9.194675,,100.0,,Medium,90.89085
28,5.118382,4.1802707,3.2445905,7.5975866,67.906166,100.0,-0.5245904,Medium,61.158707
25,3.7981803,2.2858212,,,294.73547,99.452225,,Medium,47.512905
,10.243477,3.9708185,6.68462,8.033839,377.27603,100.0,5.3432736,Medium,
31,7.218592,3.4153748,7.6528873,6.6463637,175.78009,99.88219,6.446329,Medium,93.11973
36,7.645706,3.1986547,4.399851,4.77944,235.69244,94.87166,8.248969,,19.312088
34,10.507463,5.3274684,5.5614657,10.227669,312.8558,95.30435,13.730962,,61.752426
31,7.928322,3.9963286,8.189971,,277.3615,98.41197,7.274352,Medium,77.40237
17,10.149367,5.223818,7.5650826,5.9491286,48.307194,100.0,4.9498053,Medium,
33,7.1610565,5.670678,4.543717,4.8388352,167.57103,95.121635,4.850964,High,37.94055
16,6.098033,1.3109272,5.169088,6.8213706,475.98825,100.0,,Low,56.703175
38,11.716831,6.8575053,,6.5692663,133.13524,92.65246,,High,0.0
26,6.921725,6.400519,1.4840071,7.74416,138.29587,91.39666,5.5764694,High,23.64479
26,3.9579265,3.7531517,7.184854,3.9418714,85.10432,100.0,2.606749,Medium,55.706795
29,3.0684996,1.8287588,6.3739114,6.5760956,120.29418,97.759575,0.7380423,Low,86.334015
23,6.1559815,5.188146,6.3035865,9.3953705,135.49844,100.0,2.8976495,High,
30,11.542814,3.4300601,2.4927082,7.236311,273.28265,88.1795,11.568965,Medium,7.0189753
30,8.847952,5.9047213,3.7440844,5.1507883,133.09175,99.70477,7.4270535,High,27.750042
20,11.210055,4.712296,4.0407176,7.4052987,461.70935,99.89729,8.485783,Medium,48.018963
20,8.331914,5.9418526,4.076808,4.133737,175.20038,96.4014,6.2865567,High,9.576807
31,2.8540974,2.8125014,4.99811,7.4429116,35.911438,96.90652,1.1866992,Medium,
18,5.320364,2.4977465,4.5815635,5.7267675,168.65508,94.09971,6.5796595,Medium,20.872097
28,9.67505,4.8031173,7.271704,6.938928,295.99164,100.0,6.387895,High,77.994385
22,10.553201,4.178952,4.34429,5.258064,324.53806,96.88929,10.46686,Medium,31.5591
19,6.122375,2.2348123,4.637713,6.8191705,192.50043,100.0,-0.3029193,Medium,
17,5.428032,3.1092103,8.119077,6.02299,440.3955,98.92435,5.0750976,Medium,43.493702
35,10.018628,3.0667005,2.522137,,119.7401,100.0,5.0822487,Medium,39.81874
29,,10.402205,3.8701327,4.301663,112.33611,79.76732,,High,
19,8.728414,1.9206218,6.221806,4.9851246,198.75165,100.0,6.2288995,Medium,60.877163
18,6.3060746,4.3841558,2.1557217,6.3360276,261.75705,93.773834,8.979671,Medium,2.4519222
16,9.509028,7.3493237,7.287939,7.2806897,279.9151,92.430305,12.950104,High,55.77162
33,10.51967,9.40928,2.7211466,3.8522177,253.92548,61.53702,6.4159303,High,9.901349
15,3.866231,2.53048,5.4796014,8.596019,225.00153,100.0,3.0902433,Medium,62.69145
21,10.033854,,3.0692353,4.418127,208.26416,77.23458,8.718811,High,0.0
27,11.154435,3.4180624,5.360009,5.9656487,201.38312,95.401955,6.543427,Medium,26.180847
38,7.137194,2.501124,5.525119,7.9999676,174.41168,99.063866,7.0711713,Medium,72.220856
21,9.518996,6.611509,1.8185867,6.876295,138.00574,,6.6384454,High,18.372921
21,9.939102,7.2230287,3.108548,7.3928123,169.8722,91.41774,9.205051,High,12.420772
24,8.962721,2.3269074,4.4491615,7.22027,135.60703,99.082794,5.3617716,Medium,46.72145
18,,0.90507126,3.6180425,8.624489,259.12946,100.0,,Low,68.1973
38,6.9523025,2.5019464,5.004728,8.341812,94.60778,96.789986,1.9526298,Medium,100.0
23,4.425076,3.6567204,0.7340995,7.497143,186.37544,100.0,9.59466,Medium,18.743515
27,10.271507,,5.9798975,5.1877756,0.0,86.01375,-0.05753482,High,10.818835
26,8.828491,,7.68686,4.535159,195.4232,99.3245,4.6011233,Medium,60.858295
38,8.758829,5.2425585,0.2805108,6.7901993,232.80746,91.57133,6.1106424,,2.0353122
19,3.2004733,2.1433284,0.9896494,9.3933115,267.81583,99.890625,8.260256,Medium,23.466532
28,10.520406,9.012022,0.25109175,9.119435,17.182465,81.475845,6.6077456,High,0.0
19,4.8411126,4.1133666,4.655881,5.2260547,78.41736,98.21638,0.15576345,Medium,42.27363
38,8.817125,5.8770885,,8.904351,102.92196,98.71555,,High,27.888676
27,10.033607,6.942621,1.0662401,4.6491976,37.03753,85.19433,4.040598,High,0.0
15,7.243483,5.4082603,2.6669335,4.9676585,195.89238,85.76011,7.514147,High,7.0855775
36,2.6434414,2.2491357,6.4796305,8.585983,0.09027952,99.06773,0.623894,,95.15722
18,6.0832705,4.0157633,4.6939993,5.918593,170.02501,93.27753,4.544194,Medium,38.375736
37,8.525405,5.1354856,5.0678744,7.379768,37.064316,100.0,5.3033333,Medium,57.729748
24,1.9612749,0.8396327,5.836323,6.512153,26.902765,98.417595,-0.5204211,Low,45.71703
23,11.40631,8.622288,4.1527,,278.14975,72.47957,10.697811,High,0.0
19,,1.9816694,6.880158,7.7402716,140.09583,98.949844,1.8172585,Low,80.5284
31,2.4438822,2.1534882,0.79808277,7.05969,222.42746,98.857124,1.6946206,Medium,29.990906
34,6.0841312,2.9961882,6.414455,8.747005,248.5215,100.0,5.8410897,Medium,
35,11.815578,8.140311,6.9072604,7.6616406,132.7907,95.68231,4.744093,,43.728157
27,10.22315,8.942966,0.52589047,6.8810444,234.71153,64.92337,12.432576,High,0.0
21,10.93382,9.344389,6.1316357,8.6547985,,100.0,,High,8.786448
34,10.95911,4.282235,7.243617,9.302487,137.84001,98.11579,8.513308,Medium,78.82882
32,3.9759617,1.4274005,2.110821,4.141589,278.19348,96.65751,6.561061,Low,14.444351
21,7.358808,3.4620829,0.59230536,7.049246,158.38448,100.0,7.4818063,,0.0
15,2.796008,1.0959562,7.7771835,7.8073664,123.5839,100.0,-1.2233061,Low,100.0
31,7.7679577,4.2866416,2.5165207,6.535549,215.74094,94.03125,6.826261,Medium,8.329503
33,8.718121,4.9067926,6.8016467,8.224905,261.45743,98.77824,6.2184753,Medium,66.2511
39,,5.141795,7.5894265,5.7515283,28.016624,100.0,,High,44.330574
37,9.630173,2.429318,4.474297,5.8587065,445.53674,99.88107,4.690136,Medium,63.189377
23,6.009092,,6.0631614,5.6827283,29.811163,94.50369,4.088574,Medium,65.21737
39,5.908867,5.6681223,6.473401,7.6910405,135.84802,98.9343,6.064103,High,64.67643
,6.2832465,5.347337,,7.468407,116.785645,96.45046,,Medium,51.828106
19,8.05315,0.9388716,4.8764305,7.536261,225.78775,,5.8916497,Medium,
29,7.124948,5.7333403,7.558241,6.1123295,222.21808,97.24948,9.349155,High,47.481224
33,10.303919,,0.8098068,7.8437753,57.959347,84.884384,10.092567,High,0.0
38,,8.509972,4.080393,5.432242,204.19627,87.72429,,High,
34,3.5818517,2.5249033,1.1150856,7.197063,285.81808,89.905975,6.2419643,Medium,25.17547
17,6.188249,2.6691597,4.0408564,7.0180883,166.36256,98.522385,3.4878256,Medium,41.376007
18,7.4121017,4.352099,1.6122305,5.658327,,100.0,8.022572,Medium,0.0
33,7.1624665,2.3785372,0.9597788,,198.28146,100.0,7.3887334,Medium,3.143433
25,4.6979327,2.5519037,5.1785393,4.9197736,145.8633,97.29274,4.0781007,Medium,50.68172
,5.973781,5.336378,7.360269,8.659916,144.16502,96.70768,0.9663747,High,73.08747
27,10.606755,,5.767464,9.310051,50.73459,,4.6537304,High,38.212364
31,6.273584,3.6565802,8.351062,5.3754406,266.8993,99.970695,8.257156,Medium,90.56758
17,,5.6490583,5.3758636,3.2621646,181.96664,100.0,,High,19.031004
35,11.259867,,3.2817235,5.422458,43.523598,,4.6876445,Medium,10.4027815
35,9.621937,4.627628,6.766509,5.9520855,70.390816,100.0,3.9707484,High,51.75973
18,3.3725104,4.0082827,1.2974508,5.9844255,94.02933,100.0,0.24093679,Medium,6.453446
22,1.553399,0.8901269,0.43699238,6.9038143,232.6834,100.0,3.9687653,Low,33.084595
36,8.646266,3.5584154,5.4612713,4.4113564,57.94581,100.0,3.163611,Medium,45.228245
35,,1.8231828,4.684562,6.338005,126.10827,100.0,,Medium,78.63116
19,3.671354,1.9653118,6.937999,4.7593822,0.0,96.92259,-1.6584185,Low,90.76714
27,2.2662258,2.1908505,0.97804487,5.729795,183.17487,86.59029,2.4312267,Medium,6.1275153
15,12.38012,,2.2190473,6.562491,248.2962,96.64659,12.005629,Medium,14.158569
38,7.805177,4.1195006,0.7736189,8.057697,140.71393,100.0,5.639572,Medium,3.2098777
23,6.03537,2.541473,0.0,6.026064,247.4315,100.0,6.2884254,Medium,23.586414
33,,4.66468,6.895679,4.722819,198.35594,100.0,,Medium,65.00842
38,6.2798705,5.141809,1.751465,9.417823,343.06345,82.88666,10.393331,High,9.526804
36,10.679865,7.632257,7.137987,3.7291946,55.67205,86.67108,3.897035,High,
39,2.1542842,0.62156546,,,77.88469,100.0,,Low,42.3023
23,1.4738721,0.8140361,0.8609846,5.0670695,293.9728,95.64561,7.1171527,Low,14.39429
37,5.2383685,3.3030598,1.4961622,8.860254,81.79087,96.597694,4.883684,Medium,19.15322
36,11.1942625,10.320597,,,206.34418,75.09049,,High,0.0
22,1.1417973,1.1896341,2.627441,7.344216,318.855,99.166794,6.401046,Low,42.535713
21,4.133416,1.064734,5.569797,6.3436112,,99.107635,,Low,68.53656
,5.2537174,3.9577322,3.4056962,6.8250012,,99.492805,,Medium,32.023296
34,8.996281,5.7595115,0.95800513,7.8358283,323.61035,82.407616,6.7981453,High,14.297149
35,8.384586,8.271424,4.410917,4.5627832,202.74966,95.98651,5.0018096,High,7.9540095
15,4.7462773,3.7468753,8.235625,5.0253744,220.8765,97.77075,2.1638842,Medium,68.36571
16,3.0787303,2.3519964,3.7775562,7.7485414,264.08524,97.87872,5.508337,Medium,80.362206
38,6.7205977,5.819638,0.6448398,7.9971304,292.30475,87.54467,10.991834,,0.0
29,5.5184164,2.6034923,4.731269,7.3738017,42.32016,100.0,-1.9595908,Medium,62.21045
28,6.072397,1.5083339,8.03308,4.480169,163.63179,99.89347,3.1160336,Low,77.04215
24,7.3647084,4.238052,1.199612,,301.00162,92.59653,9.88754,Medium,0.39649498
18,,6.563927,3.3444877,6.5952754,197.37625,82.79885,,High,
21,5.0433507,5.77773,1.3635406,4.8541083,207.87779,92.881325,9.869966,High,0.0
31,4.473063,1.855025,4.5395536,7.8998356,55.89567,97.65885,1.4769051,Low,77.20924
29,9.643898,6.469748,5.751064,5.6361337,162.29655,100.0,10.287608,High,18.26811
16,2.828322,1.1236417,0.9256285,,224.5589,97.033066,6.5387826,Medium,10.489335
18,5.2693152,,2.9419496,4.6447663,62.169495,100.0,4.6239195,Medium,7.92611
33,4.7822514,2.502864,8.590955,,219.8174,93.81899,2.0794337,Medium,91.42231
31,3.8063953,2.6259065,,,214.90536,99.35448,5.8459673,Low,88.60343
35,3.6009252,0.9753793,7.884046,6.831669,111.22498,96.70123,3.4608736,Low,80.13643
30,6.124358,2.0537994,4.729364,,154.35495,97.062935,3.3517606,Medium,77.533424
24,8.022235,4.1085753,1.45228,4.6373744,307.59094,,4.5160336,High,0.38543612
30,11.087795,8.781062,8.216957,5.4859004,103.48147,98.52858,5.446454,,28.3652
29,2.9650688,,,6.3642406,127.98979,100.0,,Medium,27.252989
24,9.383445,3.1134999,6.9641414,8.273623,,100.0,9.683787,Medium,
,4.516244,2.9137428,2.5667717,6.1443167,238.34483,100.0,5.178364,Medium,17.930546
34,7.1728287,6.1186776,3.1521223,8.815608,83.54969,97.74278,2.9017518,High,43.220646
37,5.4892144,2.2657318,,4.2795534,226.90793,100.0,,Low,66.45966
30,3.5223932,2.536017,5.9473066,6.2133737,65.44209,100.0,0.025678651,,71.93348
22,8.770744,3.5571468,5.3102937,6.305079,194.3835,100.0,7.92736,Medium,46.410797
26,3.9300387,1.8694097,3.9289849,7.069458,302.88736,,-0.25038186,Low,47.629044
28,3.6376424,2.0153325,3.3373027,3.7453175,37.963177,99.589806,-1.093688,Medium,41.608288
27,9.849124,6.9524803,,8.124248,258.41226,80.726715,9.884321,High,0.0
34,,5.5205774,6.748713,4.6227245,206.64175,96.9892,,,51.70877
19,,2.102225,6.3908186,9.372019,229.17348,100.0,6.197693,Low,76.5058
27,10.680813,4.838511,6.081521,6.8639,250.0544,100.0,11.6216955,Medium,58.486332
35,,8.685534,,7.726133,248.51047,78.04436,,High,0.8653409
,7.1572843,3.348594,2.2771223,9.7097845,100.9119,100.0,2.1335337,,28.606577
15,4.9751134,2.389234,8.00813,8.401727,173.15321,98.895294,,Low,89.52338
24,9.836096,2.7879574,4.4742045,6.433852,175.84601,100.0,6.8433,Medium,53.57057
25,6.3139954,2.0777016,1.778668,4.8803363,286.38797,98.999664,8.373072,Medium,28.211964
,8.251308,4.6457443,3.6694798,4.9602346,299.73145,90.908264,8.591469,High,17.537418
34,3.3117082,2.590032,0.45562372,8.528708,172.1744,99.52347,6.144124,Medium,16.895058
18,2.8631246,,0.0,8.11784,232.4032,94.80822,4.6557927,Low,32.260925
15,,3.2637055,3.3878253,7.4166055,,100.0,,Medium,45.67199
,3.6427631,,0.83787847,5.138552,109.48058,94.05174,1.3503917,Medium,33.780983
19,2.8405292,0.75887656,4.524668,8.0551815,98.67926,100.0,2.446502,Low,54.895195
29,9.9416275,5.1729894,0.079499304,,239.3458,83.40273,9.945381,Medium,1.8320715
32,8.961108,6.7525053,0.35748264,7.6310973,239.7021,68.38899,11.350197,High,10.42953
20,6.936832,1.969469,6.5018163,5.792432,155.99384,99.38518,7.731728,Medium,54.833656
37,4.274273,2.0731924,8.811615,5.248075,223.52791,98.21947,1.5494604,Medium,85.53665
19,5.737806,,1.6087998,7.820461,97.72293,94.40356,4.387765,Medium,33.527042
34,12.076743,5.992936,7.589873,8.332011,76.793686,99.8937,4.8865695,High,66.54556
15,7.549147,5.019387,5.3304963,7.5436487,137.98303,95.55428,1.8616267,High,36.831753
23,5.92363,2.2494082,1.4720519,,140.11394,,4.266142,Medium,45.430103
28,2.2444744,2.866044,0.004010668,6.3271503,192.75859,99.24802,8.109441,Medium,
26,3.657619,1.3231859,8.059627,8.170574,143.60718,92.558784,1.0176597,Low,87.01832
29,3.4845204,1.2259266,4.7847776,7.486362,50.50072,98.43067,-0.28113014,Low,70.58036
34,8.629059,6.2884207,1.7297251,5.4412494,131.82242,84.98523,6.327955,High,0.0
34,11.163524,4.7216024,7.5463915,7.1988363,146.81073,96.809364,8.077441,Medium,63.715046
39,10.693088,5.069233,5.8359957,4.4452286,194.96051,100.0,6.8856015,Medium,63.46449
37,11.68653,8.590855,6.483318,5.634282,157.32066,98.06804,7.300056,High,17.785654
24,4.8645244,5.272161,6.359261,3.5082254,292.01276,90.006836,1.7955408,,48.946495
30,6.4606028,5.097817,0.38002747,5.6896605,290.0673,75.99316,10.062291,High,0.0
23,3.2031894,1.1768433,1.3244882,6.647316,260.79337,100.0,6.8623786,Low,50.645977
20,,1.4941473,,7.7125425,211.49408,97.370735,,Medium,90.066376
20,,3.8308702,5.4533815,7.0096188,121.724174,99.38257,2.0501769,Medium,71.080345
26,6.515736,2.8355274,6.183179,8.55452,252.08145,100.0,5.8395767,,70.06113
35,2.8933735,2.7929988,6.1432242,6.6560564,116.74317,97.4271,3.8669467,,70.28905
24,8.361077,3.164585,7.292217,,92.242294,100.0,2.723846,Medium,71.185844
25,10.453801,4.9891105,7.2419205,7.224821,310.1582,96.76243,9.359595,High,58.070232
26,5.7227073,1.7250228,6.736844,,137.98576,99.51711,2.780765,Low,67.17527
17,8.293177,6.895949,0.7978503,6.955431,127.969955,79.91018,5.696386,High,5.871129
,10.9144535,8.114892,6.4821997,8.00716,271.13214,82.80642,11.269478,High,0.0
30,7.4107165,4.428028,7.242137,4.4567647,266.2092,98.39703,4.0101166,Medium,
31,11.209085,7.209752,4.424655,6.0224924,174.81384,86.45799,7.672871,High,14.80124
27,8.44936,2.8206813,5.3177285,6.22898,158.95967,100.0,6.3120785,Medium,35.114437
35,9.967782,5.5176973,4.2038774,9.088376,277.9965,92.912865,11.158859,High,28.796497
17,12.061457,6.401763,7.4278507,8.636132,132.66586,96.68626,6.2117815,High,82.625595
,10.975469,5.7838564,7.949248,5.840503,247.59383,100.0,9.992598,High,64.62814
26,5.703021,4.0073423,0.5451166,5.536478,292.5571,81.66278,8.429856,Medium,0.0
,6.850699,3.0776882,6.50283,8.007101,69.34655,100.0,3.1005168,Medium,53.646194
38,,4.9110026,6.038,6.338066,0.0,100.0,,Medium,66.44573
18,3.3365426,1.8685294,4.1431937,8.628476,188.55006,98.657745,5.50687,Low,64.86504
22,9.048311,3.4366517,4.603105,7.1993794,202.19368,100.0,8.270561,Medium,20.81209
39,10.223442,6.5643845,7.7415156,,,98.21717,,High,39.730434
27,10.714392,3.2227006,6.7814283,4.6405334,131.31516,100.0,6.383114,Medium,62.228348
33,8.271941,6.551245,7.2772694,5.581323,95.0876,100.0,4.9358654,High,43.571213
19,3.5413737,0.9697355,6.202876,5.1262093,305.5178,100.0,8.943642,Medium,53.737514
25,11.286418,7.433546,6.160098,7.8729396,82.61586,99.45831,3.4301832,High,63.14173
29,,3.1491838,3.3478076,5.814216,181.85466,,,Medium,35.58352
24,4.6688952,2.3492806,1.6980294,6.6220937,42.623123,100.0,1.9817327,Medium,26.299273
18,5.6719537,3.000014,4.344109,7.3073435,182.56975,100.0,5.567854,,49.36803
34,8.954657,6.94782,7.056941,4.1561513,236.84216,99.933815,4.9500937,High,
20,6.2445784,4.351746,7.3059564,6.325246,57.272705,96.6107,2.0491912,Medium,88.370255
18,3.1005757,2.2568893,6.443676,6.863082,285.95016,100.0,5.9740396,Low,59.379898
20,6.639519,3.0795665,7.318674,4.4625483,140.00748,98.28279,1.9840539,Medium,53.603096
22,5.634328,,7.6232395,7.4299603,92.78935,100.0,5.283501,High,57.550625
17,6.536491,4.4528213,4.454155,4.405927,317.2526,100.0,5.1886063,Medium,0.0
23,3.0136836,3.004169,5.8578286,,66.432915,100.0,2.1532648,Medium,68.99367
36,,4.4532967,3.47835,7.267396,189.76332,97.924095,1.4234213,Medium,37.550465
15,6.203628,2.6317153,2.302816,5.2349353,87.42974,98.97677,3.6495972,Medium,3.5823817
35,6.170695,4.4262867,7.4786797,6.573581,,91.96877,2.4886491,Medium,100.0
19,9.110053,2.4812906,2.5834572,6.8450947,246.41301,99.6506,10.133507,Medium,52.203114
31,5.262996,3.477123,4.7210383,5.7235203,227.26122,100.0,5.549665,Medium,
30,4.068327,,3.5948343,5.403699,,99.28748,5.4769816,Low,51.293987
32,12.97759,6.314912,6.6114035,,43.036854,,6.500997,High,35.057472
37,1.6144643,0.0,4.1746883,7.4565134,289.82077,99.10676,7.2525663,Low,52.8452
30,3.756974,1.8266057,6.7857146,,92.00529,100.0,4.4421053,Low,82.26056
31,10.070295,8.381605,0.20253868,5.425083,253.12708,62.536903,7.4553003,High,0.0
17,11.379508,10.573065,1.5130516,7.4109187,,80.143745,,High,0.0
33,5.46345,3.086455,3.616149,7.953253,33.06517,98.287796,-2.0788803,Medium,8.115206
26,9.850208,7.893287,0.32118762,2.998847,0.0,73.5617,2.0937462,High,3.241096
30,6.8100376,4.1892405,2.6607223,7.64602,140.3072,,4.004709,Medium,4.7965007
19,9.781026,5.7655506,6.3925896,,240.06447,100.0,9.504049,Medium,56.361824
17,6.131019,2.9321392,0.0,8.710273,295.25653,94.43912,8.008854,Medium,27.62395
25,6.0886173,1.9361023,7.757714,7.883616,,100.0,,Medium,87.82567
15,17.8845,4.887079,4.59244,6.794346,345.0672,98.73962,9.493221,Medium,38.364067
27,9.5918045,,0.6575166,7.3781085,83.50827,100.0,4.92769,Medium,17.55913
20,7.615955,5.087519,1.0882828,8.687714,86.40342,98.92401,1.2202091,High,0.42165843
39,8.012686,2.7982218,5.670086,7.1198797,227.77846,100.0,5.369034,Medium,53.629383
19,5.5806584,,1.9990561,7.1566105,102.92831,94.25087,4.007732,Medium,29.989525
22,0.97250915,0.0,7.8180294,4.843021,70.6866,100.0,0.49150336,Low,82.20399
39,7.1185746,2.5894225,2.922874,9.009135,262.72708,96.79264,7.524189,Medium,52.559204
22,8.375698,7.1048427,,6.3078165,18.39762,100.0,,High,40.500732
31,,3.0642734,0.0,5.483854,,84.86483,,Medium,
23,3.4369168,2.9345915,4.4344206,3.9977534,259.72787,99.71775,7.8238144,Medium,35.619568
20,5.0189447,4.072987,3.05969,6.4815636,28.163729,100.0,2.4994586,Medium,77.46213
39,11.976556,7.35719,6.7685423,8.581305,224.43044,100.0,6.1720037,High,61.15223
28,5.5593896,1.9549319,5.546352,7.3913026,,96.29815,0.7410116,Medium,75.36555
36,6.825659,5.5141997,2.5656867,8.213703,267.2468,89.19484,5.6843233,High,15.505023
31,5.601356,4.82748,2.0783007,4.5924067,192.7686,83.42084,3.882787,Medium,1.3591344
20,5.220513,1.3168256,5.194907,6.601922,134.67323,100.0,3.9440608,Low,83.004845
38,5.472083,3.7395585,2.6899061,5.684955,114.66778,97.10816,7.9973106,Medium,
34,8.532905,4.9421377,6.1734796,5.09278,368.1526,100.0,6.3002825,High,44.573875
34,2.986213,3.090544,1.2910992,6.835244,103.24601,99.98052,,Medium,15.522366
15,1.9018158,1.2742032,6.358315,,160.11339,94.12392,4.1694627,Low,63.52179
21,8.6184435,7.3870807,2.9948144,6.969574,74.075615,90.18736,3.235162,High,0.0
36,5.4409103,1.5256588,2.5081193,9.193073,173.74875,100.0,7.5270643,Low,42.48134
24,9.611966,4.3083496,6.891888,6.9602036,116.56964,100.0,7.0056386,Medium,51.718163
38,6.416279,4.9752207,1.6722385,9.179748,0.0,100.0,2.8244622,Medium,27.678114
